window,metodo,fase,n,n_com,RMSE,RMSE_com,RMSE_rel_ar2,MAE,Bias,corr,MDA,MDA_com,n_dir,SignAcc
2007-2025,ar2,forecast,991,351,6.212767603880633,5.901381149504837,1.0,2.831131661360861,0.15033092666295414,-0.08418173107190854,0.7588652482269503,0.7606837606837606,987,0.8153380423814329
2007-2025,ar2,nowcast M1,304,283,6.280255991738429,6.46278180423166,1.0,2.829088719961607,0.14736836607288942,-0.07340449372775597,0.7633333333333333,0.7598566308243727,300,0.8289473684210527
2007-2025,ar2,nowcast M2,380,355,7.623725775211281,7.8548356575895415,1.0,2.996640936815209,-0.2977168159107106,-0.4924665272710856,0.6842105263157895,0.676056338028169,380,0.8289473684210527
2007-2025,ar2,nowcast M3,304,280,7.623725775211281,7.9092015339011015,1.0,2.9966409368152087,-0.29771681591071053,-0.4924665272710854,0.6842105263157895,0.6714285714285714,304,0.8289473684210527
2007-2025,ar2,backcast,298,275,7.693413967335694,7.976032257014483,1.0,3.0230817144603384,-0.3717929482375746,-0.4918880729226075,0.6836734693877551,0.6715867158671587,294,0.8322147651006712
2007-2025,mean,forecast,991,351,5.7263711456741415,5.403190175149096,0.9217101798717406,2.5655505085631605,0.5712027117880184,-0.21223601962008737,0.790273556231003,0.8034188034188035,987,0.8405650857719476
2007-2025,mean,nowcast M1,304,283,5.737218799727019,5.8990821583820265,0.9135326342229098,2.5839373639169976,0.5856281273523464,-0.2156314868889437,0.8,0.7992831541218638,300,0.8421052631578947
2007-2025,mean,nowcast M2,380,355,5.746372304595995,5.901145049177091,0.7537485573366838,2.5779918135150703,0.5785670045455598,-0.2952523503860512,0.6973684210526315,0.6901408450704225,380,0.8421052631578947
2007-2025,mean,nowcast M3,304,280,5.746372304595995,5.942534064384489,0.7537485573366838,2.5779918135150703,0.5785670045455596,-0.2952523503860509,0.6973684210526315,0.6857142857142857,304,0.8421052631578947
2007-2025,mean,backcast,298,275,5.7905279318432,5.986360080144616,0.7526603867188649,2.5752470512690437,0.5293392976411059,-0.2745380766947104,0.6972789115646258,0.6863468634686347,294,0.8456375838926175
2007-2010,diag4/gaussian,forecast,209,82,3.734396577364045,3.5134323027671663,0.9516828795191778,2.626822385742694,1.6952762946294688,0.24642116954774698,0.751219512195122,0.7439024390243902,205,0.6602870813397129
2007-2010,diag4/gaussian,nowcast M1,64,64,2.7375045350092604,2.7375045350092604,0.7420527372954363,1.9057186807954096,1.266949307266941,0.6745140992438571,0.8333333333333334,0.8333333333333334,60,0.828125
2007-2010,diag4/gaussian,nowcast M2,80,80,2.2596965662819857,2.2596965662819857,0.6868140758656011,1.6962101252568786,1.0787301094561677,0.8002789254844895,0.825,0.825,80,0.875
2007-2010,diag4/gaussian,nowcast M3,64,64,2.29964492776909,2.29964492776909,0.6989560144720994,1.7998342226321316,1.1236665527494778,0.8064716180643463,0.8125,0.8125,64,0.875
2007-2010,diag4/gaussian,backcast,65,65,2.290422112787836,2.290422112787836,0.6995788020728474,1.827493502055572,1.0147916237632273,0.8045257251233506,0.7377049180327869,0.7377049180327869,61,0.9384615384615385
2007-2010,diag4/gaussian_ar1,forecast,209,82,3.661874060943139,3.458263283995175,0.9332010616866053,2.5696468094612346,1.3387420019519518,0.24851363070115032,0.8,0.7926829268292683,205,0.6698564593301436
2007-2010,diag4/gaussian_ar1,nowcast M1,64,64,2.6706251891594746,2.6706251891594746,0.7239238169514947,1.806881818513633,0.9417650362866896,0.6507575110571496,0.85,0.85,60,0.828125
2007-2010,diag4/gaussian_ar1,nowcast M2,80,80,2.226648141840836,2.226648141840836,0.6767693099310716,1.6620880550731705,0.8106954741455068,0.7860189556601667,0.9,0.9,80,0.875
2007-2010,diag4/gaussian_ar1,nowcast M3,64,64,2.3078174770085482,2.3078174770085482,0.7014399859650509,1.7969776525035908,0.8249774207532192,0.7818875400675295,0.96875,0.96875,64,0.90625
2007-2010,diag4/gaussian_ar1,backcast,65,65,2.3386447993948014,2.3386447993948014,0.7143077767630949,1.824885682785758,0.732848540146659,0.7774050297459009,0.8688524590163934,0.8688524590163934,61,0.9384615384615385
2007-2010,diag4/student_t,forecast,209,82,3.685674647407293,3.4969507789797496,0.9392664621311503,2.517665334416637,1.8727456248989,0.2975156122366976,0.751219512195122,0.7439024390243902,205,0.6602870813397129
2007-2010,diag4/student_t,nowcast M1,64,64,2.7639988890656153,2.7639988890656153,0.7492345365213237,1.8895646389850982,1.455872319198353,0.7148297647855899,0.8166666666666667,0.8166666666666667,60,0.84375
2007-2010,diag4/student_t,nowcast M2,80,80,2.3048041208328396,2.3048041208328396,0.7005241039532997,1.655979522595524,1.2522591695679803,0.8088487009858881,0.7875,0.7875,80,0.875
2007-2010,diag4/student_t,nowcast M3,64,64,2.286346060944888,2.286346060944888,0.694913945698701,1.6833686926737341,1.240892377515104,0.8119717859430758,0.84375,0.84375,64,0.875
2007-2010,diag4/student_t,backcast,65,65,2.233532283518354,2.233532283518354,0.6822025645713543,1.6917318005029551,1.107323295724743,0.8135372515955727,0.7704918032786885,0.7704918032786885,61,0.9230769230769231
